"","id","time","equity","liquidity","margin","interestOffer","riskTaking","demandSolvency","demandLeverage","creditAmount","creditECAI","strategyRate","creditDemandRelation","equityNeed","ecaiSolvency","ecaiLeverage","depositMargin","interbankMargin","keyInterRate","depositsTotal","reserveRequirement","reservesNeed","reservesDemand","reservesExcess","basisMoney","centralLoan","reserveOutflow","centralCosts","interbankCosts","interbankProfit","interbankVolume","centralVolume"
"24",4,1,10,10,0.01,0.03,1,0,0,1,1,2,7.29842105263158,-6.29842105263158,104.263157894737,322.333333333333,1e-04,0.0100944909557429,0.0200944909557429,932.192251321928,9.32192251321928,133.16,0,0,33.84,0,62,0,0,0,0,0
"25",5,2,10,9.96,0.00915046363843011,0.0291504636384301,1.07530806035697,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373333333333,1e-04,0.0104683957822763,0.0204683957822763,955.317477833958,9.55317477833958,125.441095909004,0,0,34.0405327944638,0,54.4816287034682,0,0.000836582460023667,0.0133193208057732,1.6435638442552,6832.52920782206
"26",9,2,10,9.96,0.00966659737819656,0.0296665973781966,1,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373333333333,1e-04,0.00995164661863304,4.83533813669598e-05,957.878903993706,9.57878903993706,130.60636256748,0,0,33.4412709953383,0,59.0476335628184,0,0,0,0,6832.52920782206
"27",2,2,10,9.96188261137013,0.00911257274838804,0.029112572748388,1.16357714931208,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.371450721963,0.00109067227236783,0.00978773806759877,0.000212261932401226,941.531194976319,9.41531194976319,56.1517639950213,0,0,112.711401737464,0,63.8631657324857,0,0.0222469585892354,0.0116462812060989,37.2435638442551,6832.52920782206
"28",1,2,10,9.959982,0.00900820534230648,0.0290082053423065,1.1816714276687,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373351333333,1e-04,0.0112629435080642,0.0212629435080642,967.314532949126,9.67314532949126,120.185249731051,0,0,31.1712521093639,0,46.3565018404151,0,0,0,0,6832.52920782206
"29",7,2,10,9.96197686154708,0.00931995953767075,0.0293199595376708,1.04524864992143,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.371356471786,1e-04,0.0103746449115245,0.0203746449115245,930.683472097626,9.30683472097626,138.294199361741,0,0,35.5901322376322,0,68.8843315993731,0,0,0,0,6832.52920782206
"30",12,2,10,9.96,0.00948321016451406,0.0294832101645141,1.02396889784791,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373333333333,0.000144663994768799,0.00940287185183906,0.000597128148160941,953.09449999048,9.5309449999048,121.570259281465,0,0,32.3061580714911,0,48.876417352956,0,0,0,0,6832.52920782206
"31",6,2,11,9.15393231978338,0.01,0.03,0.960459588599205,0,0,16.4012834907778,3.28025669815556,2,8.09039188255921,-7.79943107081513,127.134729583073,341.111450856106,1e-04,0.00926934835074394,0.000730651649256061,933.79128055424,9.3379128055424,0,0,1.08601685958475,164.519927387731,0,58.4339105281463,0,0,0.0158101303289079,0,6832.52920782206
"32",3,2,14,6.22827212024395,0.01,0.03,0.841003930789431,0,0,22.8475807669749,4.56951615339498,2,8.07065968295391,-9.89892355613547,161.413193659078,437.590813779448,1e-04,0.0100324260717602,0.0200324260717602,971.415181967804,9.71415181967804,121.339576175423,0,0,32.4847834952953,0,48.8243596707182,0,0,0,0,6832.52920782206
"33",10,2,10,9.95999851466502,0.009364961812833,0.029364961812833,1,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373334818668,0.00109774748288915,0.0109239016787526,0.0209239016787526,995.122106125691,9.95122106125691,0,0,0.905444782865011,158.29088489458,0,52.3854401117154,0,0,0,0,6832.52920782206
"34",11,2,10,9.96,0.0093441041392336,0.0293441041392336,1.23092206977149,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373333333333,1e-04,0.0103041739440319,0.0203041739440319,945.638924924781,9.45638924924781,0,0,0.201955471018294,158.642606418938,0,53.4406509479199,0,0.0207799671667146,0.0317777216041581,34.9522046976782,6832.52920782206
"35",8,2,13,7.24170277045949,0.01,0.03,0.800961072515759,0,0,23.991411386696,4.7982822773392,2,8.04076644492078,-9.15299637839701,149.328519691386,402.100219176178,0.000607902007031519,0.0104363858018003,0.0204363858018003,986.350413562857,9.86350413562857,0,0,0.230976317710464,162.647872015339,0,57.4168956976283,0,0.0286899457289644,0,51.4802429869808,6832.52920782206
"36",4,2,10,9.95999653947621,0.00924947443405066,0.0292494744340507,1,0,0,1,1,2,8.22913549062366,-7.22913549062366,117.559078437481,322.373336793857,0.000815220089973368,0.00987209311376883,0.000127906886231169,990.000623474551,9.90000623474551,128.519591066744,0,0,34.0042949881856,0,57.5238860549297,0,0,0,0,6832.52920782206
"37",5,3,10,9.91997054484229,0.00915046363843011,0.0201504636384301,1.17269738464011,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413362788491,1e-04,0.0104270899428795,0.0114270899428795,1002.30743123978,10.0230743123978,0,0,3.06812758701533,58.1494677478666,0,45.1794014856106,0,0,0,0,6805.87797776508
"38",9,3,10,9.92,0.00906370069399055,0.0200637006939905,1.04184723032712,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413333333333,1e-04,0.01028081380093,0.01128081380093,987.742510507636,9.87742510507636,0,0,2.2022807521777,54.2417594059239,0,42.0825631477146,0,0,0,0,6805.87797776508
"39",2,3,10,9.92366390449765,0.00911257274838804,0.020112572748388,1.3856202080724,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.409669428836,0.00109067227236783,0.0113734400292936,0.0123734400292936,973.840325213832,9.73840325213832,0,0,6.66646406794401,68.8219240862833,0,52.3926355913476,0,0.01227305507686,0.00853741285548881,25.7559740342427,6805.87797776508
"40",1,3,10,9.919964,0.00900820534230648,0.0200082053423065,1.2028344350588,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413369333333,1e-04,0.0108431893770222,0.0118431893770222,1010.32319705689,10.1032319705689,0,0,0.716738843338796,56.4782459217032,0,45.746759158019,0,0.00197177542196544,0.0101416720416261,4.55003518349032,6805.87797776508
"41",7,3,10,9.92390903015745,0.00931995953767075,0.0203199595376708,1.31363486827759,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.409424303176,1e-04,0.00684950998910765,-0.00584950998910765,957.929925123254,9.57929925123254,0,0,6.38189992678284,59.1490412802565,0,43.1245214900455,0,0,3.81162602826684e-18,0,6805.87797776508
"42",12,3,10,9.92,0.0090940500791129,0.0200940500791129,1.11983247056224,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413333333333,0.000144663994768799,0.00896357775660114,-0.00796357775660114,994.593535936167,9.94593535936167,0,0,3.05407848182778,63.9481825324187,0,51.010582712171,0,0,0,0,6805.87797776508
"43",6,3,15,5.30780735989068,0.01,0.021,0.714894710682967,0,0,15.4365021089673,3.08730042179346,2,7.98755973680103,-10.4813396052016,171.161994360022,479.255690531142,1e-04,0.0121817305496114,0.0131817305496114,966.510888333379,9.66510888333379,0,0,3.56526180676654,66.8476202838269,0,53.613856757171,0,0,0,0,6805.87797776508
"44",3,3,15,5.4565442404879,0.01,0.021,0.814787386855322,0,0,21.5036054277411,4.30072108554822,2,7.93093343915914,-10.3964001587387,169.948573696267,473.039850331771,1e-04,0.0081095025133757,-0.0071095025133757,1001.40146644347,10.0140146644347,0,0,2.23476620663798,55.5228292180085,0,43.2293180795211,0,0,0,0,6805.87797776508
"45",10,3,10,9.91999702933003,0.009364961812833,0.020364961812833,1.33924711518073,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413336304003,0.000156405921768999,0.0109244466157944,0.0119244466157945,1048.89166683403,10.4889166683403,0,0,0.256575678309581,65.6264763858707,0,55.0266107036398,0,0.0104503133497413,0,23.5956920317302,6805.87797776508
"46",11,3,10,9.92,0.0093441041392336,0.0203441041392336,1.44125447417665,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413333333333,1e-04,0.0115028299800483,0.0125028299800483,976.688810282925,9.76688810282925,0,0,4.02715694603349,63.8580015818899,0,50.0392936605854,0,0,0,0,6805.87797776508
"47",8,3,14,6.48330088596547,0.01,0.021,0.780884341530091,0,0,22.580151893361,4.51603037867219,2,7.90583223755112,-9.66816513257157,158.116644751022,437.60321388734,0.000607902007031519,0.00841260352748401,-0.00741260352748401,1014.05847822066,10.1405847822066,0,0,5.07499191269702,60.8811186547425,0,45.592035723951,0,0.00982041252959243,0.0158364714810443,21.782751606492,6805.87797776508
"48",4,3,10,9.91999307895241,0.00924947443405066,0.0202494744340507,1.14655056703452,0,0,1,1,2,8.06163375648473,-7.06163375648473,115.16619652121,322.413340254381,0.000800465760895301,0.01234668585257,0.01334668585257,1017.3936582223,10.173936582223,0,0,2.75049623843801,72.6179903278944,0,59.5894215347961,0,0,0,0,6805.87797776508
"49",5,4,10,9.87994108968458,0.00915046363843011,0.0201504636384301,1.5,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453392243649,1e-04,0.00840829839418719,-0.00740829839418719,1034.78399275339,10.3478399275339,42.6420295488011,0,0,13.0159559902808,0,45.7560468638412,0,0.00397770428655331,-7.65231766741401e-05,71.0668308146802,1282.20896318898
"50",9,4,10,9.87990859696341,0.00906370069399055,0.0200637006939905,1.14617744344962,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.45342473637,1e-04,0.00895581643548097,-0.00795581643548097,1033.91490887147,10.3391490887147,19.5334308874096,387.372304118161,0,36.442152918567,0,46.018668299945,0,-0.00257320141502875,-0.00134795027015323,23.4437250236954,1282.20896318898
"51",2,4,10,9.88544519762516,0.00911257274838804,0.020112572748388,1.5,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.447888135708,0.00109067227236783,0.0100875799252714,0.0110875799252714,996.410133900242,9.96410133900242,48.9067240944349,288.355431280369,0,15.3796819092363,0,54.5235815766795,0,-0.000117974732325134,0.00133260444475705,29.5288377323114,1282.20896318898
"52",1,4,10,9.87980575726496,0.00900820534230648,0.0200082053423065,1.36482277745126,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453527576068,1e-04,0.00783819140984295,-0.00683819140984295,1039.45059567818,10.3945059567818,34.080019300236,0,0,12.5854563344992,0,36.6507277143897,0,-0.00408047827799581,0.00213454559232443,85.9157153802172,1282.20896318898
"53",7,4,10,9.88584119876782,0.00931995953767075,0.0203199595376708,1.48580599700391,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.447492134566,1e-04,0.00708595945801153,-0.00608595945801153,986.209674032567,9.86209674032567,0,387.372304118161,0.865520212319169,63.1234258422026,0,52.6152857664552,0,0.000563069501403475,0.00142145301662345,36.0844731582312,1282.20896318898
"54",12,4,10,9.87980972383204,0.0090940500791129,0.0200940500791129,1.37161935655388,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453523609501,0.000144663994768799,0.00883164734779934,-0.00783164734779934,1042.24268566432,10.4224268566432,34.8881575954462,203.122256557002,0,13.996946368162,0,39.0015826251883,0,-0.000276867148420524,0.000576715992988948,57.016785117761,1282.20896318898
"55",6,4,15,5.46168239999798,0.01,0.021,0.714894710682967,0,0,14.4717207271569,2.89434414543137,2,7.75531062069781,-10.1329659310467,166.185227586382,480.066596872845,1e-04,0.00718765683889215,-0.00618765683889215,1008.39835544263,10.0839835544263,54.1214143090524,387.42243249106,0,15.9571852493259,0,60.410097838489,0,0.000749804772560802,-0.00273929797511324,17.6544702241801,1282.20896318898
"56",3,4,16,4.68466922321076,0.01,0.021,0.754152857620544,0,0,20.1596300885073,4.03192601770145,2,7.71398325087683,-10.7423732014029,176.319617162899,508.489034021615,1e-04,0.00622109766607368,-0.00522109766607368,1041.91970641433,10.4191970641433,35.8448384281399,387.363978030956,0,13.2389624241594,0,39.0250559204499,0,0.00107793171234959,-0.00797242621752465,35.2286682106857,1282.20896318898
"57",10,4,10,9.87976397973769,0.009364961812833,0.020364961812833,1.5,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453569353596,0.000156405921768999,0.00827274583846543,-0.00727274583846543,1067.64771726721,10.6764771726721,48.7305428742229,0,0,14.5475756350178,0,52.9348285053194,0,-0.00143727210195076,0.00261881120687141,98.4297664156829,1282.20896318898
"58",11,4,10,9.87986655980764,0.0093441041392336,0.0203441041392336,1.5,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453466773526,1e-04,0.00895173787509687,-0.00795173787509687,1017.50503714796,10.1750503714796,36.6567297778889,0,0,12.0441010899365,0,38.9092798925545,0,0.000576715992988948,-5.78549854712916e-06,8.71861624605727,1282.20896318898
"59",8,4,15,5.72489900147145,0.01,0.021,0.739606786995923,0,0,21.1688924000259,4.23377848000518,2,7.69280368508436,-10.0392055276265,164.845793251808,473.106208598503,0.00109426582185956,0.00489855152465523,-0.00389855152465523,1053.4814055715,10.534814055715,44.6978835911356,387.42243249106,0,13.8162100753942,0,48.3000026484354,0,0.000467917485867242,0.000732579749815746,14.6108179624479,1282.20896318898
"60",4,4,10,9.87990378482513,0.00924947443405066,0.0202494744340507,1.29585564826913,0,0,1,1,2,7.82038001415127,-6.82038001415127,111.719714487875,322.453429548508,0.000800465760895301,0.0100679373610205,0.0110679373610205,1044.09521236001,10.4409521236001,0,203.122256557002,1.74553588590047,56.649268241568,0,44.6256598010072,0,-0.000506071386379586,0.00174655182425415,17.8530787039682,1282.20896318898
"61",5,5,10,9.83966088879274,0.00915046363843011,0.0201504636384301,1.5,0,0,1,1,2,7.70694791846673,-6.70694791846673,110.099255978096,322.493672444541,1e-04,0.00594743689092676,-0.00494743689092676,1075.49735352091,10.7549735352091,0,0,5.71419564702251,68.1801736087531,0,51.771819730362,0,0,0,0,2324.36403081008
"62",9,5,10,9.83981719392682,0.00906370069399055,0.0200637006939905,1.14617744344962,3.12598579973281,15.629928998664,95.9071107393175,95.9071107393175,1.15536883926679,0.84463116073321,0.15536883926679,15.1921452387787,227.586405400089,1e-04,0.00414750362360104,-0.00314750362360104,1220.34228541529,12.2034228541529,0,0,17.5608096623001,223.027846565982,0,194.784403635405,0,0.000321251057048375,0,14.0955105943877,2324.36403081008
"63",2,5,10,9.84691307884017,0.00911257274838804,0.020112572748388,1.5,19.2366351125192,96.183175562596,86.5772695022226,86.5772695022226,1.6300254045652,0.369974595434805,0.630025404565195,24.5219864758735,236.909150752271,0.000291110783193408,0.00589503728976516,-0.00489503728976516,1042.16887610073,10.4216887610073,0,0,3.7248141148289,76.8122761800293,0,62.7823054489723,0,-5.34480305313427e-06,0.000726414654389638,0.689479939452005,2324.36403081008
"64",1,5,10,9.83964751452993,0.00900820534230648,0.0200082053423065,1.39880244969766,0,0,1,1,2,7.70694791846673,-6.70694791846673,110.099255978096,322.493685818803,1e-04,0.00287592147120096,-0.00187592147120096,1083.25759137648,10.8325759137648,0,0,2.96668746731663,67.4827665248734,0,53.7995302667436,0,0.00142486880545195,0,25.0738393688578,2324.36403081008
"65",7,5,10,9.84757745655432,0.00931995953767075,0.0203199595376708,1.5,0,0,1,1,2,7.70694791846673,-6.70694791846673,110.099255978096,322.485755876779,1e-04,0.00660239687598502,-0.00560239687598502,1029.175440671,10.29175440671,0,0,5.36202967206654,62.8827249023345,0,47.3668595684697,0,0,-0.000540230558877539,0,2324.36403081008
"66",12,5,10,9.83961944766409,0.0090940500791129,0.0200940500791129,1.48733385649523,0,0,1,1,2,7.70694791846673,-6.70694791846673,110.099255978096,322.493713885669,0.000144663994768799,0.00730439012011651,-0.00630439012011651,1077.40185827744,10.7740185827744,0,0,10.9498800630786,74.6117935432457,0,52.9245325909615,0,-5.85401549292391e-07,0.000383772157886659,0.0124891308073973,2324.36403081008
"67",6,5,15,5.61540581321246,0.00960920723006515,0.0206092072300651,0.714894710682967,0,0,13.5069393453464,2.70138786906928,2,7.6508831512435,-9.97632472686525,163.947496098075,480.877654841441,1e-04,0.005973775170955,-0.004973775170955,1054.45655662487,10.5445655662487,0,0,8.54472911252941,122.668805943896,0,103.695183250821,0,0,0.00229528027460814,0,2324.36403081008
"68",3,5,17,3.91279420593362,0.01,0.021,0.702992027942243,0,0,31.9678002867557,6.39356005735113,2,7.5136836808111,-11.0732622573789,182.475175105412,530.786072173977,0.000608601297950697,0.00534397849855391,-0.00434397849855391,1070.52370643353,10.7052370643353,0,0,6.83250501526168,72.5236944040089,0,54.9505635045492,0,0,0,0,2324.36403081008
"69",10,5,10,9.83953093014534,0.00916838883720026,0.0201683888372003,1.5,0,0,1,1,2,7.70694791846673,-6.70694791846673,110.099255978096,322.493802403188,0.000156405921768999,0.00807464301090998,-0.00707464301090998,1100.26240594146,11.0026240594146,0,0,4.71375702507048,125.983320782809,0,110.178775437007,0,0.000726414654389638,0,5.75831595769314,2324.36403081008
"70",11,5,10,9.83973311961528,0.00929655479566751,0.0202965547956675,1.5,0,0,18.6507095794217,18.6507095794217,2,6.47139824790721,-5.47139824790721,92.4485463986744,304.842890634296,1e-04,0.0041555043344267,-0.0031555043344267,1069.44100229288,10.6944100229288,0,0,5.21607815927341,77.6781576972337,0,61.9512826299278,0,0,0.00241575272118598,0,2324.36403081008
"71",8,5,18,2.96634885223551,0.01,0.021,0.679933703220445,0,0,42.1046175593586,8.42092351187172,2,7.44946755967172,-11.6090416074091,191.557737248701,554.929033588406,0.000781541865092101,0.00712535502039372,-0.00612535502039371,1070.88025504082,10.7088025504082,0,0,5.46741013873454,75.6716878665854,0,59.3098811965552,0,0.00190273758859658,-0.00015578318577687,39.3969275842303,2324.36403081008
"72",4,5,10,9.83981449069785,0.00924947443405066,0.0202494744340507,1.5,0,0,3.65328623534411,0.730657247068822,2,7.72580191117191,-6.72580191117191,110.368598731027,319.840232607291,0.000800465760895301,0.00618376646408877,-0.00518376646408877,1085.99024351027,10.8599024351027,0,0,7.27428308220992,93.3532353001626,0,75.2554979989864,0,0.00229528027460814,0.00153941611207624,24.0373299100639,2324.36403081008
"73",5,6,10,9.7993806879009,0.00915046363843011,0.0201504636384301,1.5,0,0,1,1,2,7.29842105263158,-6.29842105263158,104.263157894737,322.533952645432,1e-04,0.010044067679985,0.0110440676799849,1110.59427314041,11.1059427314041,0,0,0,100.850465857406,0,90.1563076260379,0,0,0,0,1191.14065975009
"74",9,6,15,5.56713749003053,0.00999203334896021,0.0209920333489602,0.800264849305401,0,0,90.5789379204665,90.5789379204665,2,3.14140394967647,-3.21210592451471,67.3157989216387,403.853924589503,1e-04,0.0099162172845204,-0.0089162172845204,1234.78309749454,12.3478309749454,184.635064767991,0,0,46.9146328170524,0,220.867064316767,0,0,0,0,1191.14065975009
"75",2,6,11,9.5028102655867,0.00928163023090455,0.0202816302309046,1.5,0,0,81.7674211965436,81.7674211965436,2,2.16503970376062,-1.28154367413669,34.0220524876669,275.396435204536,0.000291110783193408,0.0106942314004181,0.0116942314004181,1084.79649044301,10.8479649044301,98.5272183248594,0,0,24.8606417374042,0,113.082703446035,0,0,0,0,1191.14065975009
"76",1,6,10,9.79900952110002,0.00900820534230648,0.0200082053423065,1.48375304499238,0,0,1,1,2,7.29842105263158,-6.29842105263158,104.263157894737,322.534323812233,1e-04,0.00798638550357196,-0.00698638550357196,1125.96459351564,11.2596459351564,34.074699438571,0,0,93.6627987234833,0,117.020949371241,0,0,0,0,1191.14065975009
"77",7,6,14,5.80931371434083,0.00991437846539736,0.0209143784653974,1.2118974854021,0,0,41.5457621559095,41.5457621559095,2,5.29113294483611,-6.00758612277055,105.822658896722,419.311590796416,1e-04,0.0130080268818332,0.0140080268818332,1115.45934770673,11.1545934770673,197.354311689001,0,0,50.0203172515927,0,237.220793278795,0,0,0.000981070910937873,0,1191.14065975009
"78",12,6,10,9.79902850078495,0.0090940500791129,0.0200940500791129,1.5,0,0,13.6454488542193,2.72908977084385,2,7.17738476867251,-6.17738476867251,102.534068123893,309.888855978329,0.000144663994768799,0.00943835465409274,-0.00843835465409274,1106.24871557039,11.0624871557039,0,0,0,84.649897847883,0,73.9125169586774,0,0,0,0,1191.14065975009
"79",6,6,15,5.77099225140841,0.00938453856655166,0.0203845385665517,0.784736360125365,0,0,12.5421579635359,2.50843159270719,2,7.25136091163858,-9.37704136745787,155.386305249398,481.686849785056,1e-04,0.00857818568423201,-0.00757818568423201,1078.70098406228,10.7870098406228,127.986763146307,0,0,32.8956297612718,0,150.453499327034,0,0,0,0,1191.14065975009
"80",3,6,19,2.25015173760963,0.01,0.021,0.653847433298759,0,0,29.8931501954395,5.9786300390879,2,7.14815573540203,-11.6814958972638,194.021369960912,601.190031400284,0.000608601297950697,0.0100768573150833,0.0110768573150833,1107.53770730328,11.0753770730328,76.3089278607245,0,0,19.5441746823348,0,85.1124766588612,0,0.000753393178459066,0,3.5500646539742,1191.14065975009
"81",10,6,10,9.80045583505635,0.00916838883720026,0.0201683888372003,1.5,0,0,18.7856358224135,3.75712716448271,2,7.10542215111779,-6.10542215111779,101.506030730254,304.747241675864,0.000156405921768999,0.00887829028438737,-0.00787829028438737,1139.6306181596,11.396306181596,115.03768585179,0,0,29.0547383465312,0,133.00163587759,0,0,0,0,1191.14065975009
"82",11,6,12,7.95041698222847,0.0102930029626731,0.0212930029626731,1.40682631998603,0,0,53.0069446994315,53.0069446994315,2,4.27634927849807,-3.93161913419769,73.3088447742527,339.04263831834,1e-04,0.0101162355846489,0.0111162355846489,1102.87632725666,11.0287632725666,0,0,0,90.8303920636554,0,80.3195951556229,0,0,0,0,1191.14065975009
